nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0001850	Billy Dee Williams	1937	\N	actor,writer,soundtrack	tt0080684,tt0086190,tt4116284,tt2527338
nm0001851	JoBeth Williams	1948	\N	actress,producer,director	tt0084516,tt0085244,tt0091778,tt0079417
nm0001852	Treat Williams	1951	2023	actor,director,producer	tt0118956,tt0079261,tt0117331,tt0114660
nm0001853	Vanessa Williams	1963	\N	actress,producer,miscellaneous	tt0805669,tt0162650,tt0116213,tt0410975
nm0001854	Rita Wilson	1956	\N	actress,producer,director	tt0116705,tt0108160,tt0114011,tt0163187
nm0001855	Tom Wilson	1959	\N	actor,writer,producer	tt0099088,tt0088763,tt0096874,tt2404463
nm0001856	Oprah Winfrey	1954	\N	producer,actress,miscellaneous	tt0090493,tt1327773,tt0088939,tt1620680
nm0001857	Henry Winkler	1945	\N	actor,producer,writer	tt0120484,tt0084412,tt0389860,tt0367279
nm0001858	Mare Winningham	1959	\N	actress,soundtrack,archive_footage	tt0090060,tt2431286,tt0098536,tt0097889
nm0001859	Shelley Winters	1920	2006	actress,producer,soundtrack	tt0069113,tt0056193,tt0059573,tt0048424
nm0001860	Alicia Witt	1975	\N	actress,music_department,producer	tt0087182,tt0411061,tt0408985,tt0146336
nm0001861	Katarina Witt	1965	\N	actress,producer,writer	tt0122690,tt0116695,tt0243164,tt0134269
nm0001862	Mary Woronov	1943	\N	actress,writer,director	tt0083869,tt0072856,tt0087799,tt0079813
nm0001863	Kari Wuhrer	1967	\N	actress,producer,soundtrack	tt0271367,tt0118615,tt0117894,tt0306735
nm0001864	Noah Wyle	1971	\N	actor,producer,director	tt0108757,tt0246578,tt0104257,tt1146438
nm0001865	Amy Yasbeck	1962	\N	actress,archive_footage	tt0110475,tt0100405,tt0107977,tt0100419
nm0001866	Bolo Yeung	1946	\N	actor,stunts,director	tt0092675,tt0101764,tt0070034,tt0164441
nm0001867	Amy Yip	1965	\N	actress,archive_footage	tt0105845,tt0101490,tt0102562,tt0105287
nm0001868	Michael York	1942	\N	actor,producer,miscellaneous	tt0074812,tt0068327,tt0063518,tt0118655
nm0001869	Tina Yothers	1973	\N	actress,soundtrack,archive_footage	tt0083413,tt0084675,tt0195301,tt0089125
nm0001870	Robert Young	1907	1998	actor,producer,soundtrack	tt0039286,tt0046600,tt0034923,tt0063927
nm0001871	Pia Zadora	1954	\N	actress,soundtrack,archive_footage	tt0085863,tt0082122,tt0096402,tt0095270
nm0001872	Steve Zahn	1967	\N	actor,producer,director	tt3450958,tt0462504,tt0206314,tt0318649
nm0001873	Steven Zaillian	1953	\N	writer,producer,director	tt0108065,tt0120633,tt1302006,tt1568346
nm0001874	Franco Zeffirelli	1923	2019	miscellaneous,production_designer,director	tt0063518,tt0084821,tt0061407,tt0099726
nm0001875	Anthony Zerbe	1936	\N	actor,archive_footage	tt0067525,tt0061512,tt0234215,tt0097742
nm0001876	Catherine Zeta-Jones	1969	\N	actress,soundtrack,archive_footage	tt0299658,tt0120746,tt0181865,tt0137494
nm0001877	Hans Zimmer	1957	\N	music_department,composer,actor	tt0172495,tt1160419,tt1375666,tt5013056
nm0001878	David Zucker	1947	\N	writer,producer,director	tt0080339,tt0095705,tt0362120,tt0088286
nm0001879	Daphne Zuniga	1962	\N	actress,producer,director	tt0368530,tt0103491,tt0094012
nm0001880	Edward Zwick	1952	\N	producer,writer,director	tt0092492,tt0325710,tt0138097,tt0115956
nm0001881	Maryam d'Abo	1960	\N	actress,producer,director	tt0093428,tt1235124,tt10022782,tt0105395
nm0001882	Olivia d'Abo	1969	\N	actress,music_department,producer	tt0087078,tt0107843,tt2527338,tt2027128
nm0001883	Jenna von Oÿ	1977	\N	actress,writer,producer	tt0101050,tt0113198,tt0200353,tt0096969
nm0001884	Max von Sydow	1929	2020	actor,miscellaneous,director	tt0080745,tt0050976,tt0477302,tt0181689
nm0001885	Lars von Trier	1956	\N	writer,director,producer	tt0168629,tt1527186,tt0870984,tt0276919
nm0001886	Howard Ross	1941	\N	actor,archive_footage	tt0061218,tt0059672,tt0070023,tt0060590
nm0001887	Paul Brickman	1949	\N	writer,director,producer	tt0086200,tt0139668,tt0250798,tt0100134
nm0001888	Robert Douglas	1909	1999	director,actor,producer	tt0041386,tt0040076,tt0053335,tt0044760
nm0001889	Charles Hawtrey	1914	1988	actor,director,cinematographer	tt0060330,tt0062782,tt0060214,tt0064133
nm0001890	Hugh Herbert	1884	1952	actor,writer,director	tt0033397,tt0020953,tt0024075,tt0030202
nm0001891	Anthony Higgins	1947	\N	actor,soundtrack,archive_footage	tt0082971,tt0090357,tt0083851,tt0088851
nm0001892	Steve Rice	\N	\N	sound_department,editorial_department	tt0090728,tt0100029,tt0085333,tt0093605
nm0001893	John Archer	1915	1999	actor,archive_footage	tt0042041,tt0042393,tt0033787,tt0054692
nm0001894	Danny Dayton	1923	1999	actor,director,soundtrack	tt0048140,tt0109707,tt0074074,tt0061257
nm0001895	Glenn Miller	1904	1944	music_department,actor,composer	tt0100935,tt4255304,tt0094737,tt0117218
nm0001896	John W. Brown	1882	1949	cinematographer,assistant_director,actor	tt0005939,tt0012709,tt0007068,tt0014260
nm0001897	John M. Davis	\N	\N	music_department,sound_department,composer	tt8721424,tt0395251,tt0118799,tt1374989
nm0001898	Bryan Adams	1959	\N	music_artist,actor,composer	tt0102798,tt0166813,tt0108333,tt0406816
nm0001899	Remi Adefarasin	1948	\N	cinematographer,camera_department	tt0127536,tt0416320,tt2719848,tt0414055
nm0001900	Danny Aiello III	1957	2010	stunts,assistant_director,actor	tt0087781,tt0368008,tt0822854,tt0356618
nm0001901	Chantal Akerman	1950	2015	director,writer,actress	tt0078152,tt0073198,tt0071690,tt0118018
nm0001902	Edward Albert	1951	2006	actor,miscellaneous,producer	tt0068326,tt0074899,tt0082431,tt0493406
nm0001903	Norma Aleandro	1936	\N	actress,writer,archive_footage	tt0089276,tt0346765,tt0117684,tt0292542
nm0001904	Corey Allen	1934	2010	director,actor,writer	tt0048545,tt0092455,tt0081873,tt0068135
nm0001905	Yves Allégret	1905	1987	director,writer,assistant_director	tt0046149,tt0049491,tt0039344,tt0056569
nm0001906	Kirk Alyn	1910	1999	actor,archive_footage	tt0038456,tt0042873,tt0040852,tt0044427
nm0001907	Eric Ambler	1909	1998	writer,producer,director	tt0051994,tt0047376,tt0045659,tt0058672
nm0001908	Gilbert M. 'Broncho Billy' Anderson	1880	1971	director,actor,producer	tt0001706,tt0183803,tt0003719,tt0176832
nm0001909	Björn Andrésen	1955	\N	actor,soundtrack,archive_footage	tt8772262,tt4600502,tt0067445,tt0065955
nm0001910	Kenneth Anger	1927	2023	director,writer,editor	tt0039383,tt0489546,tt0489572,tt1568152
nm0001911	Philip Anglim	1952	\N	actor,archive_footage	tt0095280,tt0085101,tt0106145,tt0166593
nm0001912	Paul Anka	1941	\N	actor,composer,music_department	tt0093640,tt0056197,tt0073195,tt0427969
nm0001913	Little Oral Annie	1960	\N	actress,archive_footage	tt0196982,tt0124514,tt0086501,tt0167999
nm0001914	Adam Ant	1954	\N	actor,composer,director	tt0425112,tt0478970,tt0483607,tt0960144
nm0001915	Emile Ardolino	1943	1993	director,producer,miscellaneous	tt0092890,tt0149439,tt0085655,tt0107065
nm0001916	Arletty	1898	1992	actress,soundtrack,archive_footage	tt0056197,tt0037674,tt0030252,tt0035521
nm0001917	Pedro Armendáriz Jr.	1940	2011	actor,producer,miscellaneous	tt0097742,tt0285823,tt0120746,tt0236493
nm0001918	Louis Armstrong	1901	1971	music_artist,actor,music_department	tt0049314,tt0039655,tt2382320,tt0087995
nm0001919	Peggy Ashcroft	1907	1991	actress,archive_footage	tt0087892,tt0026029,tt0080212,tt0067805
nm0001920	Isaac Asimov	1920	1992	writer,miscellaneous,archive_footage	tt0343818,tt0182789,tt0079945,tt0804484
nm0001921	Paul Attanasio	1959	\N	writer,producer,script_department	tt0110932,tt0109635,tt0119008,tt0120184
nm0001922	Jean-Pierre Aumont	1911	2001	actor,writer,soundtrack	tt0046000,tt0070460,tt0038592,tt0228319
nm0001923	Margaret Avery	1944	\N	actress,producer,soundtrack	tt0088939,tt0070355,tt2345481,tt0094770
nm0001924	Hoyt Axton	1938	1999	actor,music_department,composer	tt0087363,tt0109830,tt0064276,tt0942385
nm0001925	Johann Sebastian Bach	1685	1750	music_department,composer,soundtrack	tt0181689,tt1318514,tt0399201,tt1706620
nm0001926	Joan Baez	1941	\N	music_department,actress,composer	tt0362270,tt0067756,tt5027774,tt1127896
nm0001927	Josephine Baker	1906	1975	actress,music_department,soundtrack	tt0026023,tt0026891,tt0135652,tt0401445
nm0001928	Roy Ward Baker	1916	2010	director,assistant_director,miscellaneous	tt0068230,tt0051994,tt0081178,tt0057610
nm0001929	Josiane Balasko	1950	\N	actress,writer,director	tt0113149,tt0074811,tt1091992,tt1442519
nm0001930	Russell Banks	1940	2023	writer,producer,actor	tt0120255,tt0118564,tt2150507,tt3750408
nm0001931	Binnie Barnes	1903	1998	actress,producer,soundtrack	tt0039037,tt0038108,tt0024473,tt0028373
nm0001932	Richard Barthelmess	1895	1963	actor,producer,soundtrack	tt0031762,tt0013892,tt0014869,tt0022054
nm0001933	Geoffrey Bayldon	1924	2017	actor,archive_footage	tt0061452,tt0063881,tt0051994,tt0056751
nm0001934	Kabir Bedi	1946	\N	actor,writer,miscellaneous	tt0086034,tt5832544,tt4535650,tt0074050
nm0001935	Noah Beery	1882	1946	actor,soundtrack,archive_footage	tt0016634,tt0027646,tt0011439,tt0021404
nm0001936	Roxanne Blaze	1974	\N	actress,archive_footage	tt0106366,tt0112466,tt0104579,tt0128759
nm0001937	Marco Beltrami	1966	\N	composer,music_department,producer	tt0343818,tt0816711,tt0448011,tt0167190
nm0001938	Richard Belzer	1944	2023	actor,writer,producer	tt0203259,tt0086250,tt0106028,tt0120841
nm0001939	Maurice Benard	1963	\N	actor,soundtrack,archive_footage	tt0056758,tt2446980,tt0065272,tt0107566
nm0001940	Peter Benchley	1940	2006	writer,producer,actor	tt0073195,tt0085750,tt0093300,tt0077766
nm0001941	Iris Berben	1950	\N	actress,soundtrack,archive_footage	tt7322224,tt0806904,tt1320320,tt1083452
nm0001942	Luca Bercovici	\N	\N	producer,actor,director	tt3148266,tt1564777,tt0094884,tt0089200
nm0001943	Marisa Berenson	1947	\N	actress,soundtrack,archive_footage	tt0068327,tt0072684,tt1130984,tt0393403
nm0001944	Edgar Bergen	1903	1978	actor,writer,soundtrack	tt0039404,tt0079588,tt0030359,tt0037297
nm0001945	Claude Berri	1934	2009	producer,actor,writer	tt0091288,tt0107002,tt0063771,tt0792965
nm0001946	Chuck Berry	1926	2017	music_artist,composer,music_department	tt0119654,tt0088763,tt0120812,tt1959563
nm0001947	Turhan Bey	1922	2012	actor,producer,archive_footage	tt0035096,tt0038778,tt0040829,tt0035611
nm0001948	Charles Bickford	1891	1967	actor,soundtrack,archive_footage	tt0047522,tt0036377,tt0039224,tt0039370
nm0001949	Andrew Birkin	1945	\N	writer,miscellaneous,director	tt0091605,tt0094816,tt0106535,tt0396171
nm0001950	Steve Bisley	1951	\N	actor,archive_footage	tt0079501,tt0115417,tt1343092,tt16343844
nm0001951	Björk	1965	\N	music_artist,composer,actress	tt0168629,tt11138512,tt0138545,tt0110413
nm0001952	Rubén Blades	1948	\N	actor,composer,music_department	tt0285823,tt0109456,tt2193215,tt1599348
nm0001953	Moritz Bleibtreu	1971	\N	actor,producer,director	tt0119472,tt0250258,tt0177858,tt0130827
nm0001954	Claire Bloom	1931	\N	actress,archive_footage	tt0082186,tt0057129,tt1504320,tt0044837
nm0001955	Ann Blyth	1928	\N	actress,soundtrack,archive_footage	tt0037913,tt0050494,tt0039224,tt0048260
nm0001956	John Wayne Bobbitt	1967	\N	actor,archive_footage	tt0140058,tt29930730,tt0122561,tt13634472
nm0001957	Lloyd Bochner	1924	2005	actor,archive_footage	tt0102510,tt0062138,tt0057015,tt0085863
nm0001958	Dirk Bogarde	1921	1999	actor,writer,soundtrack	tt0057490,tt0059084,tt0067445,tt0075784
nm0001959	Corinne Bohrer	1958	\N	actress,archive_footage	tt0093756,tt0098798,tt0212815,tt0412253
nm0001960	Romane Bohringer	1973	\N	actress,director,writer	tt0105032,tt8792898,tt0115561,tt0114702
nm0001961	Ray Bolger	1904	1987	actor,soundtrack,archive_footage	tt0032138,tt0054649,tt0045325,tt0044370
nm0001962	Lizzie Borden	1958	\N	director,writer,producer	tt0092238,tt0085267,tt0144642,tt0102340
nm0001963	Jesse Borrego	1962	\N	actor,producer,director	tt0083412,tt0118880,tt0106469,tt1657507
nm0001964	Rob Bottin	1959	\N	make_up_department,miscellaneous,special_effects	tt0093870,tt0100802,tt0114369,tt0084787
nm0001965	Élodie Bouchez	1973	\N	actress,producer,soundtrack	tt0111019,tt0120449,tt0254199,tt0348876
nm0001966	Clara Bow	1905	1965	actress,music_department,soundtrack	tt0018578,tt0017119,tt0018033,tt0014721
nm0001967	Peter Boyle	1935	2006	actor,soundtrack,archive_footage	tt0115167,tt0072431,tt0095963,tt0075314
nm0001968	Elizabeth Bracco	1957	\N	actress,costume_designer,soundtrack	tt0097940,tt0094025,tt0122933,tt0116313
nm0001969	Ray Bradbury	1920	2012	writer,producer,actor	tt0088591,tt0060390,tt0086336,tt0049513
nm0001970	Klaus Maria Brandauer	1943	\N	actor,director,writer	tt0089755,tt0082736,tt0086006,tt0097417
nm0001971	Ewen Bremner	1972	\N	actor,producer,composer	tt2763304,tt0117951,tt0451279,tt0370263
nm0001972	Richard Briers	1934	2013	actor,soundtrack,archive_footage	tt0078480,tt0107616,tt0316396,tt0075511
nm0001973	Christie Brinkley	1954	\N	actress,soundtrack,archive_footage	tt0085995,tt0810913,tt0120434,tt0805669
nm0001974	Blair Brown	1946	\N	actress,director,producer	tt0092336,tt0080360,tt0186566,tt0138304
nm0001975	Roscoe Lee Browne	1922	2007	actor,soundtrack,archive_footage	tt0068421,tt0074812,tt0133240,tt0095776
nm0001976	Horst Buchholz	1933	2003	actor,miscellaneous,archive_footage	tt0118799,tt0054047,tt0055256,tt0054866
nm0001977	Charles Bukowski	1920	1994	writer,actor,music_department	tt0092618,tt0417658,tt17075398,tt26657933
nm0001978	Emma Bunton	1976	\N	actress,soundtrack,archive_footage	tt0120185,tt8106534,tt0981227,tt1489889
nm0001979	Tom Burlinson	1956	\N	actor,music_department,soundtrack	tt0084296,tt0089153,tt0157239,tt0094152
nm0001980	Carter Burwell	1954	\N	composer,music_department,actor	tt2402927,tt5027774,tt0116282,tt1403865
nm0001981	Spring Byington	1886	1971	actress,miscellaneous,soundtrack	tt0030993,tt0035979,tt0038492,tt0024264
nm0001982	Sebastian Cabot	1918	1977	actor,soundtrack,archive_footage	tt0061852,tt0054387,tt0057546,tt0059982
nm0001983	Rory Calhoun	1922	1999	actor,producer,writer	tt0081184,tt0105191,tt0045891,tt0039133
nm0001984	Naomi Campbell	1970	\N	actress,producer,miscellaneous	tt1608290,tt6791096,tt0114682,tt1844624
nm0001985	Christy Canyon	1966	\N	actress,producer,miscellaneous	tt0161026,tt0160373,tt0160670,tt0160153
nm0001986	Truman Capote	1924	1984	writer,actor,soundtrack	tt0074937,tt0055018,tt0054698,tt0061809
nm0001987	Tantoo Cardinal	1950	\N	actress,director,producer	tt5362988,tt5537002,tt0099348,tt0110322
nm0001988	Marc Caro	1956	\N	director,writer,actor	tt0101700,tt0112682,tt0118583,tt0487928
nm0001989	Leslie Caron	1931	\N	actress,miscellaneous,soundtrack	tt0051658,tt0043278,tt0241303,tt0046000
nm0001990	Elpidia Carrillo	1961	\N	actress,producer,director	tt0093773,tt0091886,tt0420015,tt0100403
nm0001991	Leo G. Carroll	1886	1972	actor,archive_footage	tt0053125,tt0044079,tt0038109,tt0057765
nm0001992	Johnny Carson	1925	2005	actor,writer,soundtrack	tt0055708,tt0116282,tt0059398,tt0260758
nm0001993	Vincent Cassel	1966	\N	actor,producer,director	tt0947798,tt0411272,tt0113247,tt1259014
nm0001994	Michael Caton-Jones	1957	\N	director,producer,actor	tt0100133,tt0430912,tt0269095,tt0119395
nm0001995	George Chakiris	1932	\N	actor,miscellaneous,soundtrack	tt0055614,tt0062873,tt0064088,tt9815554
nm0001996	Jeff Chandler	1918	1961	actor,producer,soundtrack	tt0042286,tt0048064,tt0050680,tt0045343
nm0001997	Patricia Charbonneau	1959	\N	actress,producer,soundtrack	tt0089015,tt0091474,tt0096087,tt0160862
nm0001998	Cyd Charisse	1922	2008	actress,soundtrack,archive_footage	tt0050972,tt0049490,tt0045537,tt0046807
nm0001999	Maury Chaykin	1949	2010	actor,miscellaneous,assistant_director	tt0104952,tt0086567,tt0099348,tt0119715
nm0002000	Leslie Cheung	1956	2003	actor,music_department,writer	tt0101258,tt0118845,tt0106332,tt0093978
nm0002001	Maurice Chevalier	1888	1972	actor,writer,soundtrack	tt0051658,tt0025493,tt0020112,tt0050658
nm0002002	Shin'ichi Chiba	1939	2021	actor,stunts,miscellaneous	tt0266697,tt0463985,tt0378194,tt0078513
nm0002003	David Chokachi	1968	\N	actor,producer,archive_footage	tt5935694,tt0096542,tt1596346,tt0448950
nm0002004	Sarita Choudhury	1966	\N	actress,producer,archive_footage	tt0452637,tt1951266,tt0120787,tt2980210
nm0002005	Agatha Christie	1890	1976	writer,archive_footage,archive_sound	tt1349600,tt0051201,tt3402236,tt1869347
nm0002006	Thomas Haden Church	1960	\N	actor,miscellaneous,producer	tt0375063,tt0413300,tt10872600,tt1282140
nm0002007	Tom Clancy	1947	2013	writer,producer,actor	tt0099810,tt0164184,tt0109444,tt0105112
nm0002008	Eric Clapton	1945	\N	music_artist,composer,actor	tt0104714,tt0093409,tt0097733,tt0118747
nm0002009	Arthur C. Clarke	1917	2008	writer,actor,art_department	tt0062622,tt0086837,tt0134933,tt6076524
nm0002010	Christian Clavier	1952	\N	actor,writer,producer	tt0108500,tt0189192,tt0133385,tt0250223
nm0002011	Lee J. Cobb	1911	1976	actor,director,soundtrack	tt0050083,tt0047296,tt0053804,tt0070047
nm0002012	Randall 'Tex' Cobb	1950	\N	actor,archive_footage	tt0093822,tt0109040,tt0110622,tt0086508
nm0002013	Charles Coburn	1877	1961	actor,soundtrack,archive_footage	tt0036172,tt0045810,tt0033804,tt0044916
nm0002014	Iron Eyes Cody	1907	1999	actor,miscellaneous,costume_department	tt0047501,tt0092974,tt0065570,tt0065303
nm0002015	Phil Collins	1951	\N	music_artist,actor,composer	tt0120855,tt0094819,tt0328880,tt0086759
nm0002016	William Conrad	1920	1994	actor,director,producer	tt0066636,tt0038669,tt0102070,tt0047264
nm0002017	Richard Conte	1910	1975	actor,director,soundtrack	tt0068646,tt0047878,tt0038235,tt0041958
nm0002018	Tom Conti	1941	\N	actor,soundtrack,archive_footage	tt15398776,tt0085933,tt0398017,tt0084591
nm0002019	Kevin Corcoran	1949	2015	assistant_director,actor,producer	tt0050798,tt0054357,tt0054195,tt0054390
nm0002020	Costa-Gavras	1933	\N	director,writer,producer	tt0065234,tt0084335,tt0280653,tt0422015
nm0002021	Noël Coward	1899	1973	writer,actor,music_department	tt0034891,tt0064505,tt0037558,tt0048960
nm0002022	Jeanne Crain	1925	2003	actress,soundtrack,archive_footage	tt0041746,tt0038116,tt0041587,tt0040104
nm0002023	Matt Craven	1956	\N	actor,producer,archive_footage	tt0112740,tt0104257,tt1270798,tt0099871
nm0002024	Broderick Crawford	1911	1986	actor,producer,soundtrack	tt0041113,tt0042276,tt0043812,tt0034965
nm0002025	Hume Cronyn	1911	2003	actor,producer,writer	tt0088933,tt0092494,tt0036342,tt0088850
nm0002026	Mary Crosby	1959	\N	actress,soundtrack,archive_footage	tt0087451,tt0077000,tt0386140,tt0106145
nm0002027	Ben Cross	1947	2020	actor,producer,archive_footage	tt0796366,tt0113071,tt0082158,tt0760188
nm0002028	Sheryl Crow	1962	\N	music_artist,actress,composer	tt0120347,tt0117333,tt2719848,tt0272152
nm0002029	Maria Grazia Cucinotta	1968	\N	actress,producer,director	tt0143145,tt0110877,tt1161864,tt0118782
nm0002030	George Cukor	1899	1983	director,miscellaneous,assistant_director	tt0058385,tt0036855,tt0032904,tt0050631
nm0002031	Michael Curtiz	1886	1962	director,writer,actor	tt0034583,tt0029843,tt0026174,tt0037913
nm0002032	Roger Daltrey	1944	\N	music_artist,actor,producer	tt0073298,tt0073812,tt0093437,tt0093936
nm0002033	Tyne Daly	1946	\N	actress,writer,soundtrack	tt0209069,tt2250912,tt0083395,tt0074483
nm0002034	Jane Darwell	1879	1967	actress,archive_footage	tt0032551,tt0036244,tt0031381,tt0038762
nm0002035	Sammy Davis Jr.	1925	1990	actor,producer,music_department	tt0082136,tt0087032,tt0063534,tt0053182
nm0002036	Ann B. Davis	1926	2014	actress,soundtrack,archive_footage	tt0063878,tt0047752,tt0075485,tt0055100
nm0002037	Cliff De Young	1945	\N	actor,soundtrack,archive_footage	tt0115963,tt0083067,tt0097441,tt0085701
nm0002038	Gloria DeHaven	1925	2016	actress,soundtrack,archive_footage	tt0037365,tt0045702,tt0037408,tt0042589
nm0002039	Ruby Dee	1922	2014	actress,writer,soundtrack	tt0765429,tt0097216,tt0102175,tt0055353
nm0002040	Vanessa del Rio	1952	\N	actress,director,miscellaneous	tt0082287,tt0179505,tt0090939,tt1111948
nm0002041	Dean Devlin	1962	\N	producer,writer,actor	tt0116629,tt0120685,tt0111282,tt1628841
nm0002042	Charles Dickens	1812	1870	writer,miscellaneous,soundtrack	tt0038574,tt0095776,tt0096061,tt0063385
